Player,Team,#,Pos.,GP,G,A,PTS,PPG,PPA,SHG,SHA,PIM,HT
NICK PERELLA,Sacred Heart University,13,F,2,0,0,0,0,0,0,0,0,0
MITCHELL FINN,University of Mary Washington,21,–,2,0,0,0,0,0,0,0,0,0
JEFF SCIMONE,University of Miami,21,F,2,0,0,0,0,0,0,0,0,0
JAROD CHAFFEE,University of Pittsburgh at Bradford,21,RW,2,0,0,0,0,0,0,0,0,0
SEAN CORSON,University of Mary Washington,24,–,2,0,0,0,0,0,0,0,2,0
ANSON STEVI,University of Mary Washington,68,–,2,0,0,0,0,0,0,0,0,0
RYAN MCCORMICK,College of William & Mary,23,–,2,0,0,0,0,0,0,0,0,0
MAXWELL MILA,Anna Maria College,17,D,2,0,0,0,0,0,0,0,0,0
PETER WARHOLD,Bucknell University,19,F,2,0,0,0,0,0,0,0,0,0
CHARLIE KEATING,Bucknell University,20,F,2,0,0,0,0,0,0,0,4,0
GRAHAM KALAN,Bucknell University,6,C,2,0,0,0,0,0,0,0,0,0
BILLY PAUL,Bucknell University,72,D,2,0,0,0,0,0,0,0,0,0
JAMES MCCULLOUGH,Bucknell University,88,C,2,0,0,0,0,0,0,0,0,0
ANDRES MATEOS,Alfred State College,97,–,2,0,0,0,0,0,0,0,0,0
KEVIN LOFTUS,SUNY Fredonia,3,D,2,0,0,0,0,0,0,0,2,0
KOLTEN CHOTOVINSKY,Paul Smiths College,21,RW,2,0,0,0,0,0,0,0,0,0
NATHAN RHEDIGER,Penn St. Behrend,14,–,2,0,0,0,0,0,0,0,0,0
STEVE POULIN,Rowan University,37,F,2,0,0,0,0,0,0,0,2,0
CHAD CASTORINA,Rowan University,29,F,2,0,0,0,0,0,0,0,6,0
RYAN CAIOLA,Anna Maria College,4,D,2,0,0,0,0,0,0,0,0,0
SANFORD REN,Bucknell University,3,D,2,0,0,0,0,0,0,0,0,0
SAM BORN,Hamilton College,11,–,2,0,0,0,0,0,0,0,6,0
JAKE KELLEY,Rowan University,23,F,2,0,0,0,0,0,0,0,2,0
JAKE ZUZECK,Rowan University,18,F,2,0,0,0,0,0,0,0,0,0
TRENT LABRECQUE,Coastal Carolina University,35,–,2,0,0,0,0,0,0,0,0,0
JAKE WOODY,Rowan University,17,F,2,0,0,0,0,0,0,0,4,0
SETH ARQUIETT,Appalachian State,"00, 25",–,2,0,0,0,0,0,0,0,0,0
NICK CANFORA,Rowan University,13,D,2,0,0,0,0,0,0,0,0,0
EVAN KNOLL,Rowan University,11,D,2,0,0,0,0,0,0,0,2,0
MIKE DEFORD,Rowan University,6,F,2,0,0,0,0,0,0,0,0,0
ANDREW HENDERSON,University of South Carolina,"0, 2",D,2,0,0,0,0,0,0,0,0,0
JACOB SILLZMAN,College of William & Mary,84,–,2,0,0,0,0,0,0,0,0,0
JAKE PROVIDENT,California University of Pennsylvania,34,D,2,0,0,0,0,0,0,0,4,0
JOHN PLATT,California University of Pennsylvania,33,F,2,0,0,0,0,0,0,0,0,0
KYLE HOARE,SUNY Brockport,20,D,2,0,0,0,0,0,0,0,0,0
DANE HECKMAN,California University of Pennsylvania,2,D,2,0,0,0,0,0,0,0,10,0
JARED TAYLOR,California University of Pennsylvania,8,F,2,0,0,0,0,0,0,0,4,0
ZACH DUSCH,California University of Pennsylvania,12,F,2,0,0,0,0,0,0,0,2,0
AUSTIN SKINNER,Paul Smiths College,27,F,2,0,0,0,0,0,0,0,2,0
JEFF GOLEMBIEWSKI,California University of Pennsylvania,15,F,2,0,0,0,0,0,0,0,2,0
TYLER VECCHIO,California University of Pennsylvania,29,F,2,0,0,0,0,0,0,0,0,0
BRANSON  KING,California University of Pennsylvania,19,D,2,0,0,0,0,0,0,0,2,0
MICHAEL VASKO,California University of Pennsylvania,20,D,2,0,0,0,0,0,0,0,2,0
BRANDON KIBE,California University of Pennsylvania,22,D,2,0,0,0,0,0,0,0,0,0
EVAN EBERLEIN,California University of Pennsylvania,23,F,2,0,0,0,0,0,0,0,0,0
TANNER KALMANIR,California University of Pennsylvania,25,F,2,0,0,0,0,0,0,0,2,0
MATT GASKA,University of South Florida - FCHC,27,F,2,0,0,0,0,0,0,0,0,0
ANDREW RAYMOND,University of Tennessee,18,"C, F",2,0,0,0,0,0,0,0,7,0
KEVIN W,University of Mary Washington,89,–,2,0,0,0,0,0,0,0,0,0
ZACHARY HORTON,Middle Tennessee State University,88,D,2,0,0,0,0,0,0,0,0,0
ZACH HUFF,Mercyhurst University,8,D,2,0,0,0,0,0,0,0,14,0
TILGHMAN KALINE,Florida Institute of Technology - FCHC,10,F,2,0,0,0,0,0,0,0,0,0
DEVIN WORMLEY,University at Buffalo,2,–,2,0,0,0,0,0,0,0,0,0
COLIN MCADAMS,Coastal Carolina University,45,–,2,0,0,0,0,0,0,0,2,0
JOHN VALAS,University of Delaware,"13, 3",D,2,0,0,0,0,0,0,0,4,0
PIERCE RYAN,Coastal Carolina University,71,–,2,0,0,0,0,0,0,0,2,0
ANTONY PATRINOS,University of Mississippi,66,F,2,0,0,0,0,0,0,0,0,0
CASEN M,University of Mary Washington,85,–,2,0,0,0,0,0,0,0,0,0
BRENDAN  UMSCHEIS,UNC-Wilmington ACHA D2,24,–,2,0,0,0,0,0,0,0,8,0
SEAN COVENEY,Farmingdale State College - D3,87,–,2,0,0,0,0,0,0,0,8,0
FELISSA GABER,Ithaca College,27,–,2,0,0,0,0,0,0,0,0,0
DENNIS COONEY,SUNY Geneseo,27,D,2,0,0,0,0,0,0,0,0,0
BRENDAN VATZ,University of Alabama - Huntsville,14,C,2,0,0,0,0,0,0,0,0,0
ARIEH SOFERR,Columbia University - MCHC,4,F,2,0,0,0,0,0,0,0,0,0
ERIK LIGHTNER,University of Central Florida,18,LW,2,0,0,0,0,0,0,0,0,0
DEVON HALLIDAY,Union College,50,D,2,0,0,0,0,0,0,0,2,0
LINCOLN JONES,United States Naval Academy,21,F,2,0,0,0,0,0,0,0,0,0
ETHAN DE LA GARZA,United States Naval Academy,10,F,2,0,0,0,0,0,0,0,0,0
ZACHARY ROOS,Auburn University,"55, 9",F,3,0,0,0,0,0,0,0,0,0
CASEY WIBLE,College of William & Mary,"14, 45, 97",D,3,0,0,0,0,0,0,0,0,0
#NAME?,Elon University ACHA D2,13,–,3,0,0,0,0,0,0,0,0,0
MATHIAS HORVATH,SUNY Brockport,4,D,3,0,0,0,0,0,0,0,4,0
JACK FRIMET,College of William & Mary,"16, 25",C,3,0,0,0,0,0,0,0,2,0
#NAME?,Elon University ACHA D2,18,–,3,0,0,0,0,0,0,0,0,0
BRENDAN STEWART,Hamilton College,47,D,3,0,0,0,0,0,0,0,7,0
SEAN ROGERS,Sacred Heart University,16,F,3,0,0,0,0,0,0,0,2,0
ANTHONY DEVLIN,University of New Hampshire - D3,11,–,3,0,0,0,0,0,0,0,2,0
SANTIAGO BARRIOS,"University of Florida , University of Florida (D3)","32, 1",D,3,0,0,0,0,0,0,0,2,0
University of Florida,32,D,2,0,0,0,0,0,0,0,0,0,
University of Florida (D3),1,–,1,0,0,0,0,0,0,0,2,0,
ERIC DUMA,Erie Community College,"25, 87",F,3,0,0,0,0,0,0,0,0,0
#NAME?,Elon University ACHA D2,20,–,3,0,0,0,0,0,0,0,0,0
#NAME?,Elon University ACHA D2,24,–,3,0,0,0,0,0,0,0,0,0
CLAYTON ZUK,SUNY Cortland,"10, 14, 2",F,3,0,0,0,0,0,0,0,0,0
DOM ZITTEL,SUNY Geneseo,71,–,3,0,0,0,0,0,0,0,0,0
MATT MCGATTIGAN,Elon University ACHA D2,48,F,3,0,0,0,0,0,0,0,0,0
WILLIAM CRANE-MORRIS,Hamilton College,38,–,3,0,0,0,0,0,0,0,0,0
MATHIEU COLANGELO,College of Charleston,66,C,3,0,0,0,0,0,0,0,0,0
DAVID ASHENFELTER,Appalachian State,24,D,3,0,0,0,0,0,0,0,0,0
KADEN TEEL,Clemson University,85,LW,3,0,0,0,0,0,0,0,0,0
AARON STRADER,Salisbury University,89,F,3,0,0,0,0,0,0,0,0,0
BRENDAN STEWART,Hamilton College,4,D,3,0,0,0,0,0,0,0,0,0
DANIEL GOFFED,SUNY Geneseo,7,–,3,0,0,0,0,0,0,0,2,0
WILLIAM WEST,Auburn University,15,F,3,0,0,0,0,0,0,0,0,0
SAVAY THOMPSON,Anna Maria College,5,"C, F",3,0,0,0,0,0,0,0,2,0
JOHN DIGNAM,University At Albany,10,F,3,0,0,0,0,0,0,0,0,0
CHARLIE MOLLIN,Cornell University,52,F,3,0,0,0,0,0,0,0,0,0
SCOTT NEWLON,University of Florida,92,LW,3,0,0,0,0,0,0,0,0,0
ANDREW PINTO-SHAW,"Stevens Institute of Technology - MCHC , St. Thomas Aquinas College",57,–,3,0,0,0,0,0,0,0,0,0
Stevens Institute of Technology - MCHC,57,–,2,0,0,0,0,0,0,0,0,0,
St. Thomas Aquinas College,57,–,1,0,0,0,0,0,0,0,0,0,
SEAMUS CARROLL,Fordham University,2,D,3,0,0,0,0,0,0,0,0,0
MATT CORNING,Coastal Carolina University,14,D,3,0,0,0,0,0,0,0,0,0
PATRICK RANKIN,University of Mississippi,"28, 77",RW,3,0,0,0,0,0,0,0,0,0
TIERNAN CURTIN,St John Fisher College,"12, 27",–,3,0,0,0,0,0,0,0,0,0
SPENCER KIVLEHAN,Embry-Riddle University - FCHC,28,D,3,0,0,0,0,0,0,0,0,0
DYLAN LALK,University of Mississippi,"20, 22",F,3,0,0,0,0,0,0,0,0,0
ZACK SPOONER,Brown University,12,–,3,0,0,0,0,0,0,0,0,0
JON KESTEN,University of Maryland (D3),3,D,3,0,0,0,0,0,0,0,9,0
PATRICK NASTA,Brown University,10,–,3,0,0,0,0,0,0,0,2,0
JAKE SZYLOWNY,Brown University,9,–,3,0,0,0,0,0,0,0,0,0
JAMES DAHLEN,Brown University,8,–,3,0,0,0,0,0,0,0,2,0
THOMAS O'NEILL,University of Rochester,13,RW,3,0,0,0,0,0,0,0,0,0
R ANDERSON,Wake Forest University ACHA D2,27,–,3,0,0,0,0,0,0,0,0,0
DANNY MORGAN,College of William & Mary,"11, 92",C,3,0,0,0,0,0,0,0,2,0
JACKIE TAM,Brown University,5,–,3,0,0,0,0,0,0,0,4,0
JACK RYAN,Coastal Carolina University,37,F,3,0,0,0,0,0,0,0,0,0
ANDREW STUCKER,University of South Florida - FCHC,19,D,3,0,0,0,0,0,0,0,0,0
ROBERT GUMMER,"St. Thomas Aquinas College , Stevens Institute of Technology - MCHC",44,D,3,0,0,0,0,0,0,0,0,0
St. Thomas Aquinas College,44,–,1,0,0,0,0,0,0,0,0,0,
Stevens Institute of Technology - MCHC,44,D,2,0,0,0,0,0,0,0,0,0,
LUCA VALDIVIA,John Hopkins University,18,LW,3,0,0,0,0,0,0,0,2,0
DOUGLAS HARSHA,Gettysburg College,29,F,3,0,0,0,0,0,0,0,0,0
FILIP KRESENKA,Brown University,3,–,3,0,0,0,0,0,0,0,4,0
ETHAN KIM,Brown University,2,–,3,0,0,0,0,0,0,0,2,0
WILL KUCERA,Colgate University,47,F,3,0,0,0,0,0,0,0,0,0
NOAH SILVERMAN,Brown University,1,–,3,0,0,0,0,0,0,0,0,0
PAUL GOLEMBIEWSKI,"St. Thomas Aquinas College , Stevens Institute of Technology - MCHC",8,–,3,0,0,0,0,0,0,0,0,0
St. Thomas Aquinas College,8,–,1,0,0,0,0,0,0,0,0,0,
Stevens Institute of Technology - MCHC,8,–,2,0,0,0,0,0,0,0,0,0,
DAN GOODWIN,Nichols College,0,"D, RW",3,0,0,0,0,0,0,0,0,0
MICHAEL LETOURNEAU,University of Mississippi,"14, 16",F,3,0,0,0,0,0,0,0,0,0
JEFFREY ZAEDER,Union College,59,F,3,0,0,0,0,0,0,0,0,0
NATE LIGHTFINE,The Citadel,24,D,3,0,0,0,0,0,0,0,6,0
WILLIAM JOSHUA NIXON,College of William & Mary,39,D,3,0,0,0,0,0,0,0,2,0
ROBERT BERNER,College of William & Mary,"19, 74",D,3,0,0,0,0,0,0,0,4,0
HAYDEN DOWDLE,Salisbury University,17,D,3,0,0,0,0,0,0,0,0,0
AIDAN HELD,Hamilton College,21,F,3,0,0,0,0,0,0,0,0,0
JOSEPH BEAUDOIN,Paul Smiths College,"14, 28",D,3,0,0,0,0,0,0,0,2,0
ALEXANDER MAHR,University of Georgia,25,F,3,0,0,0,0,0,0,0,0,0
T CORWEN,Wake Forest University ACHA D2,6,–,3,0,0,0,0,0,0,0,0,0
ANTHONY CLARK,Mercyhurst University,20,F,3,0,0,0,0,0,0,0,0,0
COLE SHICK,Appalachian State,2,C,3,0,0,0,0,0,0,0,0,0
RYAN MAXWELL,University of South Florida - FCHC,15,"D, F",3,0,0,0,0,0,0,0,2,0
ROHIL SABHERWAL,Columbia University - MCHC,7,F,3,0,0,0,0,0,0,0,0,0
BRENNAN RAWNSLEY,St. Joseph's of Maine,7,–,3,0,0,0,0,0,0,0,2,0
DEVIN COONRADT,St. Joseph's of Maine,5,–,3,0,0,0,0,0,0,0,0,0
LUKAS LADAS,University of Rochester,"26, 27",D,3,0,0,0,0,0,0,0,0,0
ANDREW CUDD,University of Maryland (D3),4,F,3,0,0,0,0,0,0,0,0,0
PETER ZMIJEWSKI,"St. Thomas Aquinas College , Stevens Institute of Technology - MCHC",27,–,3,0,0,0,0,0,0,0,2,0
St. Thomas Aquinas College,27,–,1,0,0,0,0,0,0,0,0,0,
Stevens Institute of Technology - MCHC,27,–,2,0,0,0,0,0,0,0,2,0,
JONATHAN RICCI,University of Maryland (D3),14,F,3,0,0,0,0,0,0,0,0,0
DYLAN MCCRINK,Ithaca College,3,–,3,0,0,0,0,0,0,0,4,0
MICHAEL AMATO-MONTANARO,Columbia University - MCHC,16,F,3,0,0,0,0,0,0,0,5,0
ZANE BORENSTEIN,University of Florida (D3),71,D,3,0,0,0,0,0,0,0,0,0
JACOB HOPPER,Gettysburg College,22,D,3,0,0,0,0,0,0,0,2,0
THOMAS DOWNEY,Fordham University,19,C,3,0,0,0,0,0,0,0,0,0
T STOCKTON,Wake Forest University ACHA D2,14,–,3,0,0,0,0,0,0,0,0,0
DARRAGH MOYNIHAN,Sacred Heart University,25,D,3,0,0,0,0,0,0,0,0,0
JACK MCKEON,Hamilton College,15,–,3,0,0,0,0,0,0,0,0,0
ALEXANDER SCHLAPAK,Mass Maritime Academy,88,D,3,0,0,0,0,0,0,0,0,0
RJ  GIBBS,Medaille College,"48, 86",F,3,0,0,0,0,0,0,0,0,0
ANTHONY BRUNO,Sacred Heart University,21,D,3,0,0,0,0,0,0,0,0,0
P GALLVN,Wake Forest University ACHA D2,21,–,3,0,0,0,0,0,0,0,0,0
NICK CARNAVALLA,Union College,18,C,3,0,0,0,0,0,0,0,0,0
BEN KNIGHT,University of Maryland (D3),15,F,3,0,0,0,0,0,0,0,0,0
RYAN WARNICK,American University,"21, 27",D,3,0,0,0,0,0,0,0,2,0
ISHMAEL CARRINGTON,Anna Maria College,3,D,3,0,0,0,0,0,0,0,4,0
MARC CATANESE,Sacred Heart University,"0, 45",D,3,0,0,0,0,0,0,0,0,0
PHIL TSOUKALAS,Nichols College,11,LW,3,0,0,0,0,0,0,0,6,0
DARIJ KULCHYCKYJ,Franklin & Marshall College,47,RW,3,0,0,0,0,0,0,0,0,0
BEN MOIR,Franklin & Marshall College,22,C,3,0,0,0,0,0,0,0,2,0
NATHAN RALSTON,Paul Smiths College,19,D,3,0,0,0,0,0,0,0,4,0
CAMERON BERAN,Babson College,7,LW,3,0,0,0,0,0,0,0,2,0
ALEX BIALEK,University At Albany,15,D,3,0,0,0,0,0,0,0,2,0
SETH ZOLDA,Anna Maria College,32,F,3,0,0,0,0,0,0,0,0,0
JACKSON WILHOITE,University of Alabama - Huntsville,44,C,3,0,0,0,0,0,0,0,0,0
JORDAN SMITH,Salisbury University,8,F,3,0,0,0,0,0,0,0,4,0
HUNTER ERWIN,Paul Smiths College,9,"D, F",3,0,0,0,0,0,0,0,16,0
ANDREW BRUNET,Farmingdale State College - D3,6,D,3,0,0,0,0,0,0,0,2,0
DAWSON TAYLOR,Anna Maria College,16,"F, LW",3,0,0,0,0,0,0,0,0,0
ISABEL DIADAMO,Hamilton College,12,–,3,0,0,0,0,0,0,0,0,0
DYLAN STAHL,Coastal Carolina University,5,D,3,0,0,0,0,0,0,0,4,0
#NAME?,Elon University ACHA D2,2,–,3,0,0,0,0,0,0,0,0,0
BRYCE CAMPO,University of Mississippi,"25, 4",D,3,0,0,0,0,0,0,0,2,0
#NAME?,Elon University ACHA D2,3,–,3,0,0,0,0,0,0,0,0,0
#NAME?,Elon University ACHA D2,7,–,3,0,0,0,0,0,0,0,0,0
NATHAN TRULL,Anna Maria College,25,D,3,0,0,0,0,0,0,0,2,0
NICHOLAS BLACKMAN,American University,8,F,3,0,0,0,0,0,0,0,2,0
SHAYNE BILLO,Anna Maria College,27,D,3,0,0,0,0,0,0,0,12,0
CAMERON DEMOUY,Florida State University,42,F,3,0,0,0,0,0,0,0,2,0
WILL POPPER,Union College,"19, 22, 26",C,3,0,0,0,0,0,0,0,0,0
JEFFREY KENT,Union College,"7, 71, 77",F,3,0,0,0,0,0,0,0,0,0
CADIN BOOTH,Coastal Carolina University,23,F,3,0,0,0,0,0,0,0,2,0
KYLE MCMANUS,St. Joseph's of Maine,72,–,3,0,0,0,0,0,0,0,2,0
JOSH ALEXANDER,Anna Maria College,26,F,3,0,0,0,0,0,0,0,0,0
THOMAS COOK,Paul Smiths College,13,D,3,0,0,0,0,0,0,0,4,0
TYLER SNELL,St. Joseph's of Maine,15,–,3,0,0,0,0,0,0,0,2,0
#NAME?,Elon University ACHA D2,10,–,3,0,0,0,0,0,0,0,0,0
JOHN MOFFAT,Anna Maria College,21,F,3,0,0,0,0,0,0,0,0,0
HENRY FRIEDBERG,Cornell University,"13, 55",F,3,0,0,0,0,0,0,0,2,0
DOMINIC DECESARIS,University of Alabama,"2, 81",C,3,0,0,0,0,0,0,0,0,0
JOHN DONOVAN,Colgate University,"27, 37",D,3,0,0,0,0,0,0,0,4,0
EDWARD SEBOROWSKI,Anna Maria College,9,D,3,0,0,0,0,0,0,0,0,0
NATHANIEL HRICHAN,Erie Community College,"15, 93","C, F",3,0,0,0,0,0,0,0,0,0
MAXWELL MONDO,United States Naval Academy,17,F,3,0,0,0,0,0,0,0,0,0
NATE BADGER,Bucknell University,5,LW,3,0,0,0,0,0,0,0,2,0
ANTHONY CAPASSO,Union College,26,F,3,0,0,0,0,0,0,0,0,0
P CAHILL,Wake Forest University ACHA D2,3,–,3,0,0,0,0,0,0,0,0,0
IAN STRADER,Salisbury University,59,D,4,0,0,0,0,0,0,0,4,0
HENRY  ALLAN,Medaille College,44,D,4,0,0,0,0,0,0,0,0,0
STEPHEN CARGILL,Babson College,89,F,4,0,0,0,0,0,0,0,0,0
IAN STRADER,Salisbury University,59,D,4,0,0,0,0,0,0,0,2,0
GRIFFIN SIEGFRIED,Salisbury University,18,D,4,0,0,0,0,0,0,0,0,0
JARED MCEVOY,University of Binghamton,19,D,4,0,0,0,0,0,0,0,0,0
AXEL JAGER,University of Miami,97,D,4,0,0,0,0,0,0,0,0,0
BENJAMIN VACCARO,Sacred Heart University,36,F,4,0,0,0,0,0,0,0,0,0
ALEX ENSMINGER,University at Buffalo,"14, 46, 6, 79",D,4,0,0,0,0,0,0,0,0,0
CAMERON  PLATT,UNC-Wilmington ACHA D2,7,–,4,0,0,0,0,0,0,0,0,0
MASON PROVENZANO,St Bonaventure University,48,RW,4,0,0,0,0,0,0,0,0,0
MATTHEW SADOWSKI,Cornell University,"51, 94",F,4,0,0,0,0,0,0,0,0,0
PATRICK ROGERS,Gettysburg College,55,F,4,0,0,0,0,0,0,0,0,0
NIC CORSO,Florida State University,31,F,4,0,0,0,0,0,0,0,0,0
JACK SPITZER,University of New Hampshire - D3,"31, 37",D,4,0,0,0,0,0,0,0,0,0
OSCAR JONES,Alfred State College,"18, 3, 9",RW,4,0,0,0,0,0,0,0,4,0
CAM BRADACH,Kennesaw State University,"17, 61, 81",F,4,0,0,0,0,0,0,0,2,0
MATTHEW LESTER,Kennesaw State University,"16, 24, 3",F,4,0,0,0,0,0,0,0,2,0
JARED MORRIS,Mass Maritime Academy,0,F,4,0,0,0,0,0,0,0,0,0
CONNOR RYAN,Neumann University,11,D,4,0,0,0,0,0,0,0,4,0
CHRISTOPHER HAYS,Stony Brook University,91,C,4,0,0,0,0,0,0,0,2,0
BRADY STELLER,East Carolina University,"28, 53",D,4,0,0,0,0,0,0,0,0,0
ANDREW SCHRECK,Stony Brook University,2,D,4,0,0,0,0,0,0,0,2,0
CASEY DINIERI,Erie Community College,29,–,4,0,0,0,0,0,0,0,0,0
CULLEN OHARA,Cornell University,54,LW,4,0,0,0,0,0,0,0,0,0
DEREK GRANT,Paul Smiths College,10,F,4,0,0,0,0,0,0,0,0,0
COLIN MILLER,Paul Smiths College,86,F,4,0,0,0,0,0,0,0,2,0
NATHANIEL SCHOCKE,Paul Smiths College,51,F,4,0,0,0,0,0,0,0,0,0
DEAN MCGROARTY,LaSalle University,57,LW,4,0,0,0,0,0,0,0,0,0
HUNTE JACKLE,University of South Carolina,"0, 15",D,4,0,0,0,0,0,0,0,0,0
NICHOLAS PENANCHIO,Sacred Heart University,44,F,4,0,0,0,0,0,0,0,2,0
EVAN KOLB,Sacred Heart University,52,F,4,0,0,0,0,0,0,0,0,0
MITCHEL MCHUGH,Sacred Heart University,51,F,4,0,0,0,0,0,0,0,0,0
JOHN MARTINKAT,Sacred Heart University,77,D,4,0,0,0,0,0,0,0,2,0
ROBBIE JACOBS,Colgate University,44,D,4,0,0,0,0,0,0,0,12,0
ELLA MILLER,American University,"21, 71","C, F",4,0,0,0,0,0,0,0,2,0
SIOBHAN FREY,American University,11,F,4,0,0,0,0,0,0,0,0,0
ALEXANDER LIEM,Medaille College,"22, 42",D,4,0,0,0,0,0,0,0,8,0
STEVEN BLUM,American University,9,C,4,0,0,0,0,0,0,0,2,0
AIDAN SCOTT,University of Maryland (D3),27,F,4,0,0,0,0,0,0,0,0,0
COOPER FOJAS,University of Maryland (D3),12,F,4,0,0,0,0,0,0,0,2,0
ADAM CTVERAK,Florida Institute of Technology - FCHC,13,F,4,0,0,0,0,0,0,0,0,0
NOAH MORAN,Niagara University,"20, 23",LW,4,0,0,0,0,0,0,0,2,0
SPENCER GEER,University of South Florida,20,D,4,0,0,0,0,0,0,0,4,0
ADAM LOUISE,"University of Tampa , University of Tampa - FCHC",16,F,4,0,0,0,0,0,0,0,2,0
University of Tampa,16,F,3,0,0,0,0,0,0,0,0,0,
University of Tampa - FCHC,16,F,1,0,0,0,0,0,0,0,2,0,
NICHOLAS STILLWELL,Salisbury University,29,F,4,0,0,0,0,0,0,0,0,0
CAMERON KUZNIAR,SUNY Brockport,1,–,4,0,0,0,0,0,0,0,0,0
JEROME LECHASSEUR,University of Maryland Baltimore County,10,F,4,0,0,0,0,0,0,0,0,0
BRENNAN  BITELY,St John Fisher College,20,F,4,0,0,0,0,0,0,0,0,0
CALEB RONDEAU,Union College,"77, 79",D,4,0,0,0,0,0,0,0,0,0
JOHN MCDONALD,SUNY Geneseo,"5, 7, 78",D,4,0,0,0,0,0,0,0,6,0
GYEONGWAN KANG,Cornell University,"55, 9",D,4,0,0,0,0,0,0,0,0,0
JAKE WEBER,University of Central Florida,28,F,5,0,0,0,0,0,0,0,0,0
JOSEPH SZANTO,Florida State University,28,D,5,0,0,0,0,0,0,0,2,0
SANTIAGO BARRIOS,University of Florida,32,D,5,0,0,0,0,0,0,0,0,0
PATRICK KIRLIN,Neumann University,11,F,5,0,0,0,0,0,0,0,2,0
MATTHEW ZANELOTTI,University At Albany,28,D,5,0,0,0,0,0,0,0,2,0
BRENDAN LONG,Union College,"0, 02, 4",F,5,0,0,0,0,0,0,0,0,0
JOHN MACDONALD,Appalachian State,84,D,5,0,0,0,0,0,0,0,0,0
MIGUEL FERRARO,United States Naval Academy,"29, 7",D,5,0,0,0,0,0,0,0,2,0
JACOB SCHWAB,University of Rochester,6,D,5,0,0,0,0,0,0,0,6,0
JOSEPH LARSEN,Farmingdale State College - D3,6,D,5,0,0,0,0,0,0,0,0,0
DANIEL HERSEY,Salisbury University,69,"F, RW",5,0,0,0,0,0,0,0,0,0
SAKURA KLEIN,Susquehanna University,"4, 41",F,5,0,0,0,0,0,0,0,0,0
JORDAN CHAPMAN,University of Rochester,10,C,5,0,0,0,0,0,0,0,2,0
ALEX LUFF,University of Mississippi,5,D,5,0,0,0,0,0,0,0,6,0
DANIEL DEBUTTS,Hofstra University,5,D,5,0,0,0,0,0,0,0,0,0
MATTHEW PALMER,Fordham University,"2, 21, 40",F,5,0,0,0,0,0,0,0,0,0
WILLIAM SORSBY,Florida State University,15,–,5,0,0,0,0,0,0,0,11,0
PIERCE RYAN,Coastal Carolina University,"37, 71","D, F",5,0,0,0,0,0,0,0,4,0
COLIN CROSS,Farmingdale State College - D3,57,F,5,0,0,0,0,0,0,0,0,0
RYAN HIGH,LaSalle University,7,D,5,0,0,0,0,0,0,0,0,0
JACK SPARAGO,Auburn University,"13, 18",F,5,0,0,0,0,0,0,0,10,0
KYLE BISHOP,College of Charleston,6,D,5,0,0,0,0,0,0,0,17,0
MATTHEW SHRIVER,University of North Carolina - Charlotte,16,D,5,0,0,0,0,0,0,0,0,0
ZACHARY VILLONE,Alfred State College,28,D,5,0,0,0,0,0,0,0,0,0
JOSHUA PHELPS,Salisbury University,98,C,5,0,0,0,0,0,0,0,0,0
JODY LIU,John Hopkins University,"00, 7",F,5,0,0,0,0,0,0,0,0,0
ALEX  MILITELLO,Buffalo State College,10,F,5,0,0,0,0,0,0,0,0,0
WILLIAM CASEY,The Citadel,18,D,5,0,0,0,0,0,0,0,2,0
WILLIAM KELLY,SUNY Geneseo,92,LW,5,0,0,0,0,0,0,0,2,0
AUSTIN VENN,Alfred State College,5,D,5,0,0,0,0,0,0,0,0,0
JACK ZIENSKI,SUNY Geneseo,11,D,5,0,0,0,0,0,0,0,4,0
SPENCER PECK,Florida State University,39,F,5,0,0,0,0,0,0,0,2,0
DAVID ELDREDGE,United States Naval Academy,"0, 8",F,5,0,0,0,0,0,0,0,2,0
JALEN SMITH,Neumann University,77,D,5,0,0,0,0,0,0,0,2,0
JOHN ZITCOVICH,The Citadel,"4, 42",D,5,0,0,0,0,0,0,0,15,0
FRANCESCO COPPOLA,Quinnipiac University,21,F,5,0,0,0,0,0,0,0,4,0
YIFEI LI,Vanderbilt University,99,D,5,0,0,0,0,0,0,0,0,0
WONHEE HAN,John Hopkins University,13,F,5,0,0,0,0,0,0,0,0,0
NICOLAS GALUP,United States Naval Academy,6,D,5,0,0,0,0,0,0,0,4,0
TYLER WEBER,Canisius College,24,D,5,0,0,0,0,0,0,0,0,0
MIKE BENEDDATO,UNC-Wilmington ACHA D2,93,–,5,0,0,0,0,0,0,0,0,0
AIDAN BOLAND,Florida Institute of Technology - FCHC,24,F,5,0,0,0,0,0,0,0,2,0
MICHAEL SHAUGER,Lynn University,22,D,5,0,0,0,0,0,0,0,0,0
WILLIAM NOLAN,The Citadel,9,D,5,0,0,0,0,0,0,0,0,0
MAKSIM TOCHILKIN,Georgia Tech,24,D,5,0,0,0,0,0,0,0,0,0
JOSHUA COURTER,University of South Florida - FCHC,"24, 5",F,6,0,0,0,0,0,0,0,4,0
JOSEPH TAUPIER,College of Charleston,7,F,6,0,0,0,0,0,0,0,2,0
KENSUKE DELISI,University of Florida (D3),21,F,6,0,0,0,0,0,0,0,4,0
JONATHAN HENNINGS,University of New Hampshire - D3,12,C,6,0,0,0,0,0,0,0,4,0
COLLIN FOGARTY,College of Charleston,"12, 2",F,6,0,0,0,0,0,0,0,2,0
